Geneid	HCO118C	HCO118OE	HCO80C	HCO80OE	HCO83C	HCO83OE	HCO88C	HCO88OE	HCO89C	HCO89OE
CD24P1	0	0	0	0	0	0	0	0	0	0
DDI2	706	1157	823	938	498	628	695	697	519	904
RSC1A1	0	0	0	0	0	0	0	0	0	0
AL121992.2	0	0	0	0	0	0	0	0	0	0
PLEKHM2	902	1058	943	996	885	843	886	958	708	875
AL450998.2	1	1	0	0	12	7	7	3	3	3
SLC25A34	89	208	99	162	70	211	195	214	354	615
SLC25A34-AS1	0	0	0	0	0	0	0	2	0	0
TMEM82	113	340	94	193	138	295	153	323	239	445
FBLIM1	3349	4485	3769	3963	3364	3616	3585	3254	3018	2909
RPL12P14	5	16	11	6	6	33	20	26	31	49
UQCRHL	66	87	106	79	215	202	106	115	106	112
AL450998.1	1	3	0	2	0	0	1	0	3	4
FLJ37453	33	45	52	38	30	34	58	50	104	69
SPEN	2066	2098	1931	1931	1135	997	1827	1480	1503	1209
AL034555.1	0	0	0	0	0	0	0	0	0	0
ZBTB17	263	259	265	223	387	294	347	374	309	283
AL355994.4	0	0	0	0	1	0	0	3	0	0
AL355994.1	0	0	0	0	0	0	0	0	0	0
AL355994.5	0	0	0	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0	0
SRARP	0	0	0	0	0	0	0	0	0	0
AL355994.3	0	0	0	0	0	0	0	0	0	0
HSPB7	2	0	0	1	2	2	0	0	0	0
CLCNKA	0	0	0	0	0	0	0	0	0	0
AL355994.2	0	0	0	0	0	0	1	0	1	0
CLCNKB	4	1	2	3	0	0	3	2	0	1
FAM131C	6	7	5	6	1	5	4	3	11	11
EPHA2	9466	7102	7610	5925	6086	4122	7424	6075	7007	4366
AL451042.2	79	105	78	78	38	34	63	73	72	67
AL451042.1	7	17	11	8	22	16	10	20	26	13
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0
ARHGEF19	19	10	79	67	48	30	50	41	39	39
ANO7L1	6	18	33	38	37	67	21	25	29	21
CPLANE2	42	63	40	46	38	71	28	15	39	15
MT1XP1	1	0	0	0	1	0	1	0	0	0
FBXO42	370	276	322	317	176	176	308	237	192	195
SZRD1	2172	2285	2158	2009	1093	1211	1054	887	1029	991
RPL22P3	0	0	0	0	0	2	0	0	0	0
SPATA21	0	0	0	0	3	0	0	0	0	0
NECAP2	1136	1087	1340	1043	2051	1515	1886	1852	1376	1303
LINC01772	1	0	1	0	5	7	12	8	7	4
CROCCP3	2	1	1	2	26	11	12	16	6	6
RNU1-1	0	0	0	0	0	0	0	0	0	0
AL137802.2	0	0	0	0	4	0	1	2	0	0
AL137802.3	0	0	0	0	0	0	0	0	0	0
AL137802.1	0	0	0	0	0	0	0	0	0	0
LINC01783	3	1	1	1	0	0	0	0	0	2
RNU1-6P	0	0	0	0	0	0	0	0	0	0
AL355149.1	0	0	0	0	0	0	0	0	0	0
NBPF1	188	168	125	104	159	194	321	227	203	194
AL137798.1	0	0	2	0	7	0	1	1	0	0
CROCCP2	151	190	176	204	570	662	272	270	209	289
AL137798.3	0	0	0	0	0	0	0	0	0	0
MST1P2	3	0	2	9	26	62	68	84	25	40
AL137798.2	0	0	0	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0	0
AL021920.2	0	0	0	0	0	4	0	1	0	0
EIF1AXP1	6	6	1	13	5	8	4	6	1	2
ESPNP	0	0	0	1	2	6	0	1	13	3
AL021920.1	0	0	0	0	0	0	0	0	0	0
AL021920.3	0	0	0	0	0	0	0	0	0	0
CROCC	37	52	44	46	75	72	91	48	69	52
CROCCP4	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0
MST1L	5	7	4	2	79	79	42	44	32	16
BX284668.1	0	0	0	0	0	0	0	0	0	0
BX284668.3	0	0	0	0	0	0	0	0	2	0
MIR3675	0	0	0	0	0	0	0	0	0	0
BX284668.2	4	3	4	3	0	0	3	1	3	2
RNU1-5P	0	0	0	0	0	0	0	0	0	0
BX284668.5	8	5	4	2	34	32	25	26	27	36
BX284668.4	0	1	0	0	3	8	3	6	3	5
RNU1-2	0	0	0	0	0	0	0	0	0	0
BX284668.6	0	0	1	0	1	2	0	0	0	0
MFAP2	5	3	0	1	4	3	1	0	1	1
AL049569.1	0	0	0	0	2	1	0	0	0	0
ATP13A2	16313	14046	10892	8693	4405	5080	3608	3652	6962	4130
SDHB	1411	1549	1840	1819	1442	1390	1328	1374	1406	1652
PADI2	10005	10229	6600	5368	2131	2124	3852	2441	3316	1933
AL590644.1	0	0	0	0	5	11	0	1	0	0
AL590644.3	0	1	0	0	2	1	0	0	0	0
PADI1	266	304	154	128	307	497	116	116	78	122
PADI3	10	8	27	34	5	13	7	5	18	9
MIR3972	0	0	0	0	0	0	0	0	0	0
PADI4	1	53	0	21	0	15	0	4	0	16
PADI6	0	0	0	0	0	0	0	0	0	0
AC004824.1	0	0	0	0	0	0	0	0	0	0
RCC2	1654	1980	1433	1452	625	773	922	715	818	796
ARHGEF10L	1158	1472	1349	1389	1057	1145	1415	1324	1486	1291
AL136529.1	0	0	0	0	0	0	0	0	0	0
ACTL8	0	3	0	1	0	0	0	0	0	0
AL357509.1	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0
IGSF21	2	2	0	0	0	0	0	0	0	0
AL365209.1	0	0	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0
AL591896.1	0	0	0	0	0	0	0	0	0	0
KLHDC7A	26	24	129	122	39	101	79	96	117	84
DYNLL1P3	0	0	0	0	0	0	0	0	0	0
AL031737.1	0	0	0	0	0	0	0	0	0	0
PAX7	0	1	0	0	0	0	0	0	0	0
TAS1R2	0	0	0	0	0	0	0	0	0	0
AL080251.1	0	0	0	0	0	0	0	0	0	0
ALDH4A1	153	212	147	237	44	199	58	83	143	150
MIR4695	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0	0
IFFO2	542	503	267	249	148	173	235	145	159	128
AL137127.1	2	0	3	0	11	1	6	1	5	0
UBR4	4601	4068	5039	4483	3657	3274	3424	2669	3338	2560
AL035413.1	0	3	1	3	5	1	3	1	0	1
EMC1	1001	1033	797	833	311	480	416	328	534	466
MRTO4	454	553	591	616	308	360	255	275	304	364
AKR7L	25	58	36	39	85	114	66	134	82	214
AKR7A3	1175	2947	1046	1666	1683	4435	1241	2693	2226	8384
AL035413.2	54	67	49	66	19	31	36	43	53	71
AKR7A2	2612	3152	3708	4347	1455	1937	2080	2401	2915	4379
RNU6-1099P	1	0	0	0	0	1	3	1	3	6
PQLC2	164	328	183	395	133	359	227	305	258	386
CAPZB	6004	6024	5444	5392	2309	2330	2478	2290	2954	2490
RN7SL277P	0	0	0	0	0	0	0	0	0	0
MINOS1	53	44	38	48	64	85	40	34	40	51
RNU4-28P	0	0	0	0	0	0	0	0	0	0
AL031727.2	0	0	0	0	0	0	0	0	0	0
NBL1	8114	8747	12271	11104	6184	5574	7861	8867	8789	10309
MINOS1-NBL1	0	0	0	0	0	0	0	0	0	0
AL031727.1	0	1	1	1	8	4	7	15	14	10
HTR6	1	6	1	0	0	0	4	4	1	0
TMCO4	595	566	648	494	601	325	1112	894	1131	707
RNF186	702	619	1444	1210	1941	963	2211	1869	1300	1264
AL391883.1	0	0	0	0	1	0	0	5	0	2
OTUD3	262	274	269	212	373	268	463	463	258	317
PLA2G2E	0	0	0	0	0	0	0	0	0	0
RN7SL304P	0	0	0	0	0	0	0	0	0	0
PLA2G2A	483	632	7	11	15	3	9	9	6	3
PLA2G5	0	0	0	0	0	0	0	0	0	0
PLA2G2D	0	3	0	0	0	0	0	0	0	0
PLA2G2F	0	0	3	3	8	10	2	1	5	0
Z98257.1	0	0	0	0	0	0	0	0	0	0
PLA2G2C	1	0	0	0	0	0	1	1	0	0
UBXN10-AS1	3	10	0	0	0	3	1	2	0	0
UBXN10	243	343	233	246	76	74	192	180	23	14
LINC01757	0	2	0	0	0	0	0	0	0	0
Z98257.2	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	2	0	0	0	6	0	0
AL020998.1	0	0	0	0	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	0	3	0	3
AL139254.1	0	0	0	0	0	0	0	0	0	0
AL139254.2	0	0	0	0	0	3	0	0	0	0
AL139254.3	1	0	0	3	1	11	1	0	1	3
CAMK2N1	4568	5716	4599	4631	2726	3315	5185	5159	3668	4976
MUL1	517	605	526	499	444	489	414	426	422	368
RPS4XP4	0	0	0	0	0	0	0	0	0	0
FAM43B	0	0	0	0	0	0	1	0	0	0
CDA	2907	3363	2053	2187	1092	1198	1913	1951	1983	2320
PINK1	1144	1185	1237	1214	1077	1160	872	985	1056	910
MIR6084	0	0	0	0	0	0	0	0	0	0
PINK1-AS	21	19	17	39	22	28	35	15	35	52
DDOST	6139	5961	5531	5659	3005	3131	4268	3797	4740	5286
KIF17	0	1	1	7	0	2	2	1	0	1
AL663074.2	0	0	0	0	0	0	0	0	0	0
SH2D5	6	2	1	4	1	3	0	4	5	4
AL663074.1	0	0	0	0	0	0	0	0	0	0
HP1BP3	1911	2012	2026	2144	1033	1107	2076	1632	1655	1560
EIF4G3	2279	2310	2758	2299	1299	1174	1736	1308	1882	1463
RNU7-200P	1	0	1	0	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0	0	0
RPS15AP6	0	0	0	0	0	0	0	0	0	0
AL627311.1	0	0	2	0	0	1	2	0	0	2
HSPE1P27	0	0	0	0	1	1	0	0	0	0
ECE1	9012	9360	8197	8977	5392	5245	8031	7412	6980	6669
AL031005.1	1	0	0	0	3	5	2	0	2	0
AL031728.1	4	0	6	8	11	2	3	5	7	3
PPP1R11P1	0	0	0	0	0	0	0	0	0	0
AL592309.1	0	0	0	0	0	0	0	0	0	0
AL592309.2	0	0	0	0	0	0	0	0	0	0
NBPF2P	0	2	6	4	2	10	2	0	0	0
HS6ST1P1	0	4	0	0	0	2	0	0	0	0
CROCCP5	0	0	0	0	1	2	0	0	0	0
NBPF3	144	119	88	79	76	95	109	72	99	58
PFN1P10	0	0	0	0	0	0	0	0	0	0
ALPL	3	3	0	0	2	0	0	6	0	0
LINC02596	0	0	0	0	0	0	0	0	0	0
RAP1GAP	550	462	725	678	146	190	233	271	234	230
USP48	826	773	671	855	552	596	747	715	677	651
AL590103.1	0	0	0	0	1	0	0	0	0	0
LDLRAD2	4	1	0	1	12	3	8	12	2	5
HSPG2	11313	10198	8959	7646	12829	9011	10227	8203	7613	5360
AL590556.1	0	0	1	0	0	5	0	1	0	0
AL590556.2	0	0	0	0	0	0	0	0	1	2
CELA3B	7	5	102	116	49	65	1	2	5	5
AL590556.3	0	0	2	0	1	4	0	0	3	0
RN7SL386P	0	0	0	0	1	0	0	0	0	0
RNU6-1022P	0	1	0	0	2	0	0	0	0	2
CELA3A	3	0	6	2	15	8	1	0	2	0
RN7SL186P	0	0	0	0	2	1	0	0	0	0
RNU6-776P	0	0	0	0	0	0	0	0	0	0
LINC01635	0	0	0	2	2	1	1	2	0	2
LINC00339	2	5	1	1	4	5	2	10	2	15
AL031281.2	0	0	1	2	14	15	7	9	5	8
AL031281.3	0	1	0	0	6	3	5	1	0	0
AL031281.4	0	0	0	0	0	0	0	0	0	0
CDC42	2	8	10	16	15	4	16	20	18	21
CDC42-IT1	0	0	0	3	1	1	0	1	4	1
AL031281.1	0	0	0	0	0	0	0	0	0	4
WNT4	86	81	64	41	69	73	29	33	127	71
AL445253.1	0	1	0	0	6	3	3	3	3	2
MIR4418	0	0	0	0	0	0	0	0	0	0
PPIAP34	0	0	0	0	0	0	0	0	0	0
AL591122.1	0	0	0	0	0	0	0	0	0	0
ZBTB40	318	380	259	290	209	286	325	228	256	281
ZBTB40-IT1	3	2	0	1	3	0	2	2	1	0
EPHA8	5	94	5	52	3	13	2	136	3	86
MIR6127	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	0
EPHB2	862	812	803	791	176	291	381	311	302	142
MIR4684	0	0	0	0	0	0	0	0	0	0
AL512444.1	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0	0	0	0	3
TEX46	0	2	0	0	0	0	0	0	0	0
KDM1A	1358	1436	1328	1422	630	694	1031	1012	717	836
AL031428.1	0	0	0	0	1	1	0	0	1	0
MIR3115	0	0	0	0	0	0	0	0	0	0
MIR4419A	0	0	0	0	0	0	0	0	0	0
LUZP1	2205	2070	2315	2383	1324	1485	1024	943	1194	1101
AL161672.1	0	0	0	0	2	2	0	0	2	1
RNU6-514P	0	0	0	0	1	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0	0	0	0	0
HTR1D	222	345	462	476	172	245	229	180	293	238
AL109936.1	1	0	0	0	0	0	0	0	0	0
LINC01355	1	0	0	6	41	36	24	36	27	26
AL109936.6	3	5	0	1	7	1	4	2	2	1
HNRNPR	1124	1536	1419	1437	1261	1446	1589	1424	1286	1511
ZNF436	208	202	323	329	211	248	243	209	278	370
ZNF436-AS1	37	17	22	28	22	26	51	31	50	41
AL109936.2	4	6	9	4	0	2	7	5	3	4
TCEA3	1407	1188	902	937	253	255	1038	835	852	684
AL357134.1	1	0	0	0	0	0	0	0	0	3
ASAP3	622	425	875	628	297	143	582	351	608	350
E2F2	446	596	630	663	38	69	41	50	148	155
AL021154.1	1	0	4	1	3	0	4	0	5	7
ID3	341	343	447	469	327	242	208	221	297	297
AL450043.1	0	0	1	0	0	0	0	0	0	0
MDS2	0	2	0	0	0	0	0	0	0	0
AL451000.1	0	0	0	0	0	0	0	0	0	0
RPL11	10353	10935	10830	10010	12688	10462	17536	17627	13622	15410
ELOA	778	665	741	670	379	373	577	447	379	408
ELOA-AS1	2	6	5	5	9	11	1	6	6	13
PITHD1	780	714	659	656	352	323	498	454	499	525
LYPLA2	1825	1981	1714	1665	1376	1706	1052	1087	1179	1220
GALE	3966	4483	3783	3833	3935	4160	4289	4434	3816	4119
HMGCL	2116	2253	2029	2291	1055	1117	2200	1910	1921	2160
FUCA1	3876	4979	3341	3765	1692	2795	1904	2015	2962	3883
CNR2	0	18	0	0	0	0	0	2	2	0
BTBD6P1	0	1	0	0	0	0	0	5	0	0
AL590609.3	0	0	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0
AL590609.2	0	0	0	0	0	0	0	0	0	0
PNRC2	2128	2651	2298	2249	4355	4753	5579	5599	4299	6481
SRSF10	848	1094	1154	1039	2409	2174	2117	2100	1796	2164
AL590609.1	0	0	0	0	0	0	0	0	0	0
AL591178.1	5	14	1	6	6	9	19	14	15	35
MYOM3	410	593	249	292	205	292	383	472	83	145
AL591178.2	0	0	0	0	0	0	0	0	0	0
IL22RA1	860	1150	590	623	510	650	706	741	328	428
IFNLR1	621	876	202	344	126	304	365	511	250	507
AL590683.1	0	0	1	0	0	0	0	4	2	1
AL138902.1	0	0	0	0	0	0	0	0	0	0
GRHL3	218	107	16	5	30	19	28	38	17	8
STPG1	621	706	633	866	211	285	358	359	387	531
NIPAL3	1593	1456	1412	1400	471	615	888	724	713	781
RCAN3	357	403	374	487	266	260	339	260	296	325
AL445686.2	5	3	2	10	5	18	6	13	4	16
NCMAP	163	351	186	325	380	641	354	430	609	1097
AL445686.1	0	0	0	0	0	3	0	2	0	0
SRRM1	1749	1849	2159	2098	905	863	1102	847	828	855
AL445648.1	0	0	0	0	0	0	0	0	0	0
CLIC4	3007	3317	2487	1987	1508	972	2084	1812	1669	1640
RNU6-1208P	0	0	0	0	0	0	0	0	0	0
RUNX3	54	19	76	81	19	3	21	22	10	7
MIR6731	0	0	0	0	0	0	0	0	0	0
AL445471.1	0	0	0	0	0	0	0	0	0	0
AL445471.2	0	0	0	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0	0	0
AL050344.2	0	0	0	0	0	0	0	0	0	0
AL050344.1	0	0	0	0	0	0	0	0	0	0
AL121994.1	0	0	0	0	0	0	0	0	0	0
AL031432.1	0	0	0	0	0	0	0	0	0	0
SYF2	973	924	1130	851	2032	1506	1855	1956	1505	1921
AL031432.4	5	1	2	0	8	0	5	2	1	4
AL031432.5	4	4	2	0	0	0	0	2	0	1
RSRP1	158	115	208	177	1442	1194	1030	913	769	1074
AL031432.3	0	1	0	0	3	4	6	6	3	1
AL031432.2	3	0	2	2	1	6	16	22	4	2
RHD	2	0	1	0	8	9	7	6	4	2
SDHDP6	1	0	0	0	0	5	1	3	0	1
AL928711.1	1	0	1	0	2	0	4	2	2	0
TMEM50A	1776	1689	1895	1487	2398	1591	1914	1919	1638	1713
RHCE	14	10	4	14	8	3	19	23	17	14
AL031284.1	2	5	1	0	4	8	1	2	4	6
MACO1	719	812	708	671	461	575	916	948	837	914
LDLRAP1	803	1090	1051	1070	572	744	562	501	588	457
AL606491.1	8	12	2	5	3	0	6	4	7	1
MAN1C1	2	2	1	0	0	0	2	0	4	0
AL031280.1	0	0	0	0	0	0	1	1	0	0
SELENON	1079	1306	1103	1475	336	548	391	451	397	453
AL020996.2	0	0	0	0	0	0	0	0	0	0
AL020996.1	3	4	0	3	3	5	9	6	6	12
MTFR1L	284	354	333	429	244	389	340	293	306	430
AL020996.3	0	0	0	0	0	0	0	0	0	0
AUNIP	12	26	18	24	5	5	6	9	14	10
AL033528.2	0	0	0	0	0	0	0	0	1	0
PAQR7	53	71	37	48	28	55	29	32	41	46
STMN1	267	410	484	512	120	205	310	338	194	193
SNRPFP2	0	0	0	0	0	0	0	0	0	0
AL033528.1	0	0	0	0	0	0	0	0	0	0
MIR3917	0	0	0	0	0	0	0	0	0	0
PAFAH2	950	1367	1022	1135	651	1103	705	652	770	1012
RNU6-110P	0	0	0	0	0	1	0	0	0	0
RF00492	0	0	0	0	0	0	0	0	0	0
RF00283	0	0	0	0	0	0	0	0	0	0
EXTL1	0	0	0	0	0	2	0	1	0	1
SLC30A2	0	0	0	0	2	1	0	3	0	1
AL391650.2	0	0	0	0	0	0	0	0	0	0
TRIM63	0	0	0	0	0	0	0	0	0	0
PDIK1L	259	239	252	264	240	231	375	356	266	343
FAM110D	0	0	0	0	2	0	0	0	0	0
C1orf232	0	0	0	0	0	0	0	0	0	0
AL391650.1	0	0	0	0	0	1	0	0	2	0
ZNF593	0	0	0	0	0	0	0	0	0	0
CNKSR1	496	747	522	520	433	504	632	587	527	506
CATSPER4	0	0	0	0	0	0	0	0	0	1
AL355877.1	2	1	8	10	2	0	3	22	5	15
AL355877.3	0	0	0	0	0	0	0	0	0	0
CEP85	145	174	143	158	69	115	112	95	95	134
AL355877.2	0	0	0	0	0	0	0	0	0	0
SH3BGRL3	7220	6970	6575	6053	3430	2892	2058	2060	3288	2689
UBXN11	31	62	34	42	95	129	65	72	69	55
CD52	1	3	1	6	10	0	0	1	1	5
CRYBG2	3116	3677	3016	3357	2149	2296	2120	1928	1876	1801
AL451139.1	0	0	0	0	14	6	4	5	1	3
ZNF683	0	1	0	0	1	1	0	1	0	0
LIN28A	0	0	0	0	0	0	0	0	0	0
DHDDS	1296	1462	1181	1171	623	710	510	564	812	777
AL513365.1	0	0	0	1	1	0	0	0	0	0
AL513365.2	3	0	0	0	0	6	2	1	0	2
HMGN2	1435	1470	1449	1704	478	499	808	730	536	694
DPPA2P2	0	0	0	0	0	0	1	0	0	0
RPS6KA1	5369	6489	6865	6874	3133	3890	3241	3095	3662	3528
MIR1976	0	0	0	0	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0	0	0	0	0
RNU7-29P	0	0	0	0	1	0	0	0	0	0
AL627313.1	0	0	0	0	0	0	0	0	0	0
RF01210	0	0	2	0	5	12	0	1	0	3
AL627082.1	0	0	0	0	0	0	0	0	0	0
AL512408.1	0	0	0	0	0	2	1	2	1	2
ARID1A	1674	1867	1838	1615	954	959	1061	919	1005	858
PIGV	384	377	349	255	161	145	336	279	293	222
RN7SL165P	0	0	0	0	0	1	0	0	0	0
ZDHHC18	684	599	414	391	343	289	517	447	635	544
SFN	9113	9799	8672	8686	5525	5074	4280	3958	7209	5514
AL034380.1	0	0	0	0	0	0	0	0	0	0
GPN2	551	630	537	490	379	408	476	382	481	440
GPATCH3	134	219	139	165	90	107	119	126	130	142
NUDC	1118	1166	1346	1174	507	552	456	548	576	425
NR0B2	17	143	166	246	41	395	69	120	69	266
KDF1	665	703	841	786	418	347	526	508	568	488
RPL12P13	0	0	0	1	0	0	0	1	0	0
AL356390.1	0	1	0	0	0	0	0	0	0	0
OSTCP2	0	0	0	0	0	0	0	0	0	0
TRNP1	354	381	355	512	437	1200	339	324	370	312
TENT5B	9	9	7	13	11	4	5	7	13	8
SLC9A1	2840	3713	3040	3167	1208	1285	1710	1509	1646	1860
AL590640.2	0	0	0	0	0	0	0	0	0	0
CHCHD3P3	0	0	0	1	0	0	1	0	0	0
NPM1P39	2	3	3	3	3	4	4	3	4	6
SNRPEP7	0	0	0	0	0	0	0	0	0	0
AL590640.1	0	0	0	0	0	0	0	0	0	0
WDTC1	1846	1902	1799	1905	775	788	1352	1223	889	920
FO393419.3	0	0	0	0	0	0	0	0	0	0
TMEM222	438	479	362	374	342	364	353	382	358	336
RNU6-48P	0	0	0	0	3	1	2	0	0	0
ACTG1P20	1	0	1	5	5	3	3	3	0	2
SYTL1	461	373	476	376	193	130	313	331	472	270
MAP3K6	392	321	431	444	244	197	263	213	224	175
FCN3	0	0	0	0	0	0	2	0	1	0
CD164L2	3	6	4	8	3	7	8	1	6	9
FO393419.1	0	0	0	0	0	0	0	0	0	0
GPR3	2	5	0	4	1	0	1	3	2	0
WASF2	8058	7173	8332	7656	2305	2416	4733	3934	3379	2993
FO393419.2	0	0	0	0	0	0	0	1	0	0
BX293535.1	1	7	11	6	7	17	7	1	9	9
AHDC1	1108	1008	1008	1029	448	582	348	343	291	210
FGR	0	0	0	0	0	0	0	0	0	1
AL031729.1	1	0	0	1	5	5	0	0	0	2
LINC02574	0	0	0	0	0	0	0	0	0	0
IFI6	89	362	151	101	395	328	100	74	119	110
AL445490.1	0	0	1	0	1	0	0	7	0	0
RNU6-949P	0	0	0	0	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0	0	0	0	0
FAM76A	105	96	110	107	109	133	162	94	150	173
AL020997.1	0	0	0	0	1	1	1	0	0	2
RPEP3	0	0	0	0	0	0	0	0	0	0
STX12	1477	1510	1445	1294	1587	1261	1784	1760	1675	2144
AL020997.2	0	0	0	0	0	0	0	5	7	1
AL020997.3	0	0	0	0	0	0	0	5	0	3
RNU6-1245P	0	0	0	0	0	0	0	0	0	0
PPP1R8	412	401	370	398	551	494	714	628	562	618
SCARNA1	0	0	0	0	0	0	0	0	0	0
THEMIS2	34	45	36	17	94	25	60	31	13	11
RPA2	277	232	315	251	338	286	334	301	381	457
SMPDL3B	258	461	205	307	231	738	215	258	308	536
AL512288.1	0	0	0	0	0	0	0	0	0	1
XKR8	67	68	65	56	39	63	52	60	43	78
EYA3	662	669	725	710	434	426	303	262	226	285
AL512288.2	0	0	0	0	0	0	3	0	1	0
RN7SL559P	1	0	0	0	1	2	0	0	0	0
SPCS2P4	7	7	3	20	4	6	10	5	12	8
AL137792.2	0	0	0	0	0	0	0	0	0	0
AL137792.1	0	0	0	0	0	0	0	0	0	0
RNU6-176P	0	0	0	0	0	0	0	0	0	1
PTAFR	75	45	484	256	352	212	332	356	203	171
DNAJC8	902	980	892	1039	1609	1413	882	934	1052	1096
ATP5IF1	2083	2718	2714	2746	3557	3364	1848	2195	2832	2930
AL353622.1	1	0	4	3	15	36	18	3	53	54
AL353622.2	0	0	0	0	0	1	0	0	0	0
SESN2	1020	2424	1017	1073	526	616	921	714	1157	885
MED18	645	726	598	673	483	468	583	515	570	741
PHACTR4	815	1104	723	876	309	459	545	504	469	577
CR391992.1	0	0	0	0	0	0	0	1	0	0
RNU6ATAC27P	0	0	0	0	0	0	1	0	1	0
RCC1	1519	1450	1077	1131	344	482	750	705	674	504
SNHG3	272	174	318	228	93	126	169	153	150	121
SNORA73A	0	0	0	0	0	0	0	0	0	0
SNORA73B	0	0	0	0	3	7	1	2	1	1
PRDX3P2	0	0	0	0	0	0	0	0	0	0
AL513497.1	0	0	0	2	0	0	3	0	2	1
TRNAU1AP	188	220	213	226	210	187	291	240	216	179
SNHG12	64	64	37	39	187	159	349	317	158	216
SNORD99	0	0	0	0	4	0	0	0	2	0
SNORA61	0	0	0	0	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0	0	0	0	0
TAF12	213	252	174	174	379	314	269	257	214	239
RAB42	2	1	2	10	1	4	12	4	4	4
LINC01715	1	0	0	0	0	0	0	1	6	1
AL360012.1	0	0	0	0	0	0	0	0	0	0
RNU11	0	0	0	0	0	0	0	0	0	0
GMEB1	265	282	287	292	144	129	244	142	178	176
RF00422	0	0	0	0	0	0	0	0	0	0
YTHDF2	1076	1115	1243	1228	810	831	1180	1077	981	1136
OPRD1	0	2	0	2	0	0	1	0	0	1
AL009181.1	0	0	0	0	0	0	0	0	0	0
EPB41	1584	2060	1469	1667	598	817	1537	1219	1316	1653
AL138785.1	1	0	2	0	0	2	5	4	0	2
RF00017	4	4	9	9	54	45	56	36	24	27
TMEM200B	0	1	11	4	5	2	8	17	7	0
AL357500.1	0	2	0	0	0	0	0	0	2	0
SRSF4	1982	1836	2378	1992	908	819	1228	1184	980	964
RF02271	0	1	0	0	11	5	5	4	6	3
MECR	406	370	303	295	75	124	131	100	144	125
AL590729.1	1	0	0	0	0	1	0	0	0	0
PTPRU	1065	727	465	296	208	135	533	377	347	147
LINC01756	0	0	0	0	0	0	0	0	0	0
AL671862.1	0	0	0	0	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0	0	0	0	0
AL645944.2	0	0	0	0	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0	0	0	0	0
LINC01648	0	0	1	0	0	1	0	0	0	0
AL137076.1	0	0	0	0	0	0	0	0	0	0
AL021921.1	0	0	0	0	0	0	0	0	0	0
AL161638.2	0	0	0	0	0	0	0	0	0	0
AL161638.1	0	0	0	0	0	0	0	0	0	0
MATN1	0	0	0	1	0	1	0	0	1	0
MATN1-AS1	2	1	0	0	5	1	7	8	4	9
LAPTM5	8	16	7	12	0	7	3	5	1	7
MIR4420	0	0	0	0	0	0	0	0	0	0
AL137027.1	0	0	0	0	0	0	0	0	0	0
LINC01778	0	0	0	0	0	0	0	1	0	0
RN7SKP91	0	0	0	0	0	0	0	0	0	0
AL445235.1	0	0	0	0	0	0	0	0	0	0
SDC3	569	362	173	187	124	163	183	117	283	74
RN7SL371P	0	0	0	0	0	0	0	0	0	0
PUM1	2181	2106	2019	1800	1027	998	1565	1192	1163	973
AL356320.2	0	0	0	0	2	0	0	2	0	0
AL356320.1	0	0	0	0	0	0	0	0	0	0
SELENOWP1	0	0	0	0	0	0	0	0	0	0
AC114495.1	0	0	0	0	0	0	0	0	0	0
NKAIN1	1	1	0	0	0	0	2	0	0	4
SNRNP40	289	310	333	362	346	294	234	243	217	262
AC114495.2	0	0	0	0	2	1	0	0	1	0
ZCCHC17	491	362	428	447	563	461	375	405	331	327
AL451070.1	0	0	0	0	0	0	0	0	0	0
FABP3	32	27	10	11	39	19	26	29	18	14
SERINC2	19250	20122	12229	13891	5857	6996	7710	8136	6690	8167
AC209007.1	0	0	0	0	0	0	0	0	0	0
RNU6-40P	0	0	0	0	0	0	0	0	0	0
LINC01225	0	0	0	0	0	0	1	0	0	0
