Geneid	Ctrl_1	Ctrl_2	Satb2_KO1	Satb2_KO2	Mta2_KO1	Mta2_KO2	Chd4_KO1	Chd4_KO2	Gatad2_KO1	Gatad2_KO2	Smarcd2_KO1	Smarcd2_KO2	Smarca4_KO1	Smarca4_KO2	Smarca5_KO1	Smarca5_KO2	Ctbp2_KO1	Ctbp2_KO2
Gm26524	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0
Fam135a	994	1138	574	430	486	526	586	1197	706	637	1172	1095	1137	1380	1043	950	931	884
Gm37580	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm26607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col9a1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col19a1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm26418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb4b-ps2	22	14	8	29	46	57	10	17	1	34	12	33	17	35	24	17	21	15
Gm28439	102	147	32	3	6	13	11	15	14	6	225	126	126	133	101	101	146	102
Gm10222	65	61	10	1	3	3	12	14	3	6	103	68	72	56	67	47	57	50
Gm28438	146	162	70	4	3	16	64	21	64	12	269	192	149	172	185	230	120	155
Gm28437	348	476	57	14	14	72	75	31	79	31	541	409	430	474	368	360	376	331
Gm10925	383	510	87	18	9	82	106	72	65	21	557	410	418	469	380	365	421	414
Gm28661	357	426	64	35	90	132	114	113	62	92	604	376	415	490	360	259	406	337
Gm29216	273	297	35	7	17	18	48	57	23	37	231	237	320	323	219	206	253	228
Lmbrd1	2048	2129	1334	1196	1659	1203	1900	2787	2230	2116	1494	1538	2607	2546	1817	1776	1771	1950
Gm28594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb3	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	1
Gm15702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8030445P17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900022M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900002M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9884	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm18443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19028	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	3
Gm38089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7846	5	8	0	0	0	0	0	0	0	0	4	8	6	8	19	8	4	11
Gm597	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm5697	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm6462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5525	12	15	7	9	52	17	19	12	12	25	23	30	11	13	19	22	19	15
Gm7858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6473	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0
Gm2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	1318	1798	1732	1597	1592	1327	1228	2360	1976	1916	2256	1811	1651	2013	1640	1524	1740	1459
Gm37522	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Gm37906	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	3	1
Ptp4a1	2346	2625	1260	1141	996	888	1620	3138	1797	1443	1983	1849	2594	3009	1866	2097	1904	1864
AC153137.1	0	3	10	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Gm9458	5	2	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2
4931428L18Rik	14	26	5	7	0	3	22	48	11	5	10	3	6	14	4	7	10	22
Gm28644	0	0	0	0	0	0	2	12	0	2	1	0	1	4	0	0	0	4
Gm27362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3
Gm7893	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0
Lgsn	13	9	0	4	0	0	5	0	11	2	14	6	4	8	0	8	6	11
Pih1d3	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	7	0	3
Gm26145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4850	2	2	0	6	4	0	0	0	0	2	0	1	4	3	6	1	9	4
Gm28645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6489	1	4	0	3	0	0	0	0	0	0	0	0	0	2	0	7	0	2
Gm10307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19680	2	0	17	16	6	0	5	8	4	9	0	6	0	2	1	1	2	1
Gm23032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs2	0	0	0	0	1	0	0	0	0	0	1	1	1	2	9	0	1	0
Gm25814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7114	2	1	0	1	0	0	0	0	0	1	1	7	0	1	0	2	0	1
Gm4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	133	119	196	129	240	128	169	201	180	126	254	243	125	224	180	210	144	154
Gm29228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Gm37618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001G17Rik	0	0	0	3	3	17	7	0	0	0	0	0	0	0	3	0	3	0
Gm38173	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
Rab23	100	128	128	115	133	149	288	328	127	88	211	226	133	171	174	187	172	137
Bag2	31	36	69	66	155	216	74	96	27	47	92	125	11	34	76	87	46	65
Gm37905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp451	157	216	135	106	145	99	116	254	119	130	377	337	154	180	229	300	252	190
Gm15455	1	2	0	0	4	0	0	1	0	4	9	7	0	5	2	0	2	0
Bend6	0	1	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0
Gm37067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dst	3607	4106	3722	4142	2641	2622	4286	6721	5308	6103	3487	2695	4725	5516	2999	3553	4241	4042
Gm37354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38157	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mir6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26788	3	5	0	1	5	0	0	0	0	6	1	6	4	3	1	5	6	1
A930005N03Rik	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Gm37958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5266	1	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0
Gm3052	0	4	13	0	0	0	4	7	0	11	3	5	5	0	2	4	2	1
Gm37233	22	36	36	4	52	59	79	42	25	48	23	16	24	28	43	42	53	39
Mir5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	158	239	239	188	239	301	338	202	222	174	252	301	179	200	230	189	198	143
Gm28306	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
Imp4	423	500	535	583	921	747	773	818	480	493	807	916	391	494	647	575	501	468
Ptpn18	277	338	309	421	647	560	765	488	485	449	523	660	417	511	495	436	435	380
Gm28417	5	11	0	2	8	28	57	3	23	8	50	60	18	39	18	26	18	12
4930568A12Rik	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1
Prss39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer3	1	2	0	0	0	0	0	0	0	0	0	0	3	3	4	1	0	1
Gm28418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA619741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	276	290	323	460	681	588	570	602	570	509	345	359	248	328	311	306	237	241
Gm37224	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm37845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38336	2	5	0	0	2	0	0	0	0	0	0	1	1	2	4	3	1	0
Fam168b	2096	2536	4225	3883	3437	3367	3996	5316	4153	3437	2863	2853	2978	3171	2490	2434	2332	2481
Gm37127	5	3	7	6	1	0	0	0	0	0	2	3	1	14	3	3	5	4
Plekhb2	15761	16538	19695	16355	16280	15387	26370	27734	30397	20898	11526	11871	20238	20863	13844	13660	13281	14748
Gm19430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37670	12	2	0	0	2	0	0	0	7	0	2	6	4	1	4	4	4	8
Gm8009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110002O04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930535G08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	1399	1599	3362	3173	3304	3545	3640	3398	3124	3123	1428	1343	1626	1939	1742	1489	1548	1465
Gm37335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33280	5	6	0	6	2	0	0	30	7	2	10	12	7	8	0	10	28	11
Uggt1	990	1218	2076	1927	2380	2196	1588	2732	1696	1768	3176	2470	1164	1381	1547	1487	1567	1373
Mir6897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	5574	6257	8102	9392	7590	7688	10710	11050	9368	7873	4176	4493	6716	7269	5570	5443	5821	6624
Arid5a	232	208	228	496	431	402	539	393	448	414	126	150	280	340	191	182	215	203
4930403P22Rik	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1
Kansl3	1121	1322	1763	1876	1522	1448	1909	1701	1968	1707	965	1235	1346	1374	1238	1072	1222	1198
Mir6898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5	31	34	108	54	46	46	47	31	83	80	58	41	48	61	38	32	44	49
Lman2l	346	337	648	519	579	564	520	593	818	812	366	300	385	383	355	302	289	369
Cnnm4	5716	6534	10859	11148	8392	9192	12909	16206	14286	14320	7158	5276	8115	8340	5921	5944	6982	6214
Gm37909	11	2	4	6	2	0	17	0	18	13	3	4	16	13	15	9	10	6
Gm47280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm3	257	243	262	276	388	421	598	631	550	410	446	460	341	336	348	292	339	283
Gm38033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	3	5	0	3	0	0	4	0	0	0	4	9	0	1	2	2	6	0
Gm42417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	50	31	38	28	73	65	107	50	46	26	49	61	47	40	70	41	52	17
Sema4c	10	10	16	7	27	0	21	0	0	8	7	12	3	5	4	6	2	8
D430040D24Rik	0	0	2	2	2	0	5	0	0	1	0	0	0	0	0	0	3	0
Fam178b	0	0	0	0	0	0	0	10	0	0	0	1	0	3	0	0	1	0
Gm6428	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
Gm24133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	2644	2939	2731	4294	4951	4680	7373	1916	3436	2947	2069	4068	3285	3677	3265	3143	2482	3056
Actr1b	2105	2425	3377	3616	3321	3270	4101	3344	3686	3808	2198	2328	2441	2782	2676	2665	2214	2276
4933424G06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zap70	0	0	3	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm18828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131	5182	5762	8989	8342	7947	8626	8307	12690	8937	8472	13886	10592	6317	7423	5932	5731	6818	5470
Gm37506	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0
Gm38115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
F830112A20Rik	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	2	0
Rpl12-ps1	5	0	19	6	5	0	4	4	0	4	7	4	5	0	1	2	0	3
n-R5s210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vwa3b	30	22	38	32	48	59	33	20	83	64	20	37	28	45	23	17	25	51
Gm37020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga3	141	94	232	142	85	48	355	263	82	112	111	144	160	170	52	93	60	67
1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	91	79	339	378	191	135	109	187	83	168	140	118	142	165	109	95	128	112
4930439A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa5	2477	3055	2935	2044	2879	2943	3673	6194	4666	3140	3276	3235	2933	3548	2935	2843	3142	2657
Unc50	604	655	414	563	699	623	676	732	640	587	341	562	692	695	569	557	477	605
Mgat4a	6225	7397	11596	8664	6519	5864	5977	12937	9016	8630	12836	9741	7265	8422	7348	7490	8078	6774
4930594C11Rik	0	3	7	0	0	0	0	0	0	0	0	4	0	4	0	0	1	4
Gm43213	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2010300C02Rik	202	261	455	487	805	555	730	544	499	598	594	580	318	308	368	400	336	220
4930556I23Rik	3	0	2	0	4	0	1	0	0	0	0	1	0	3	0	0	0	0
4930470B04Rik	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm19863	0	0	0	1	0	0	0	0	3	1	0	0	1	1	0	0	0	0
Tsga10	151	167	40	24	45	26	33	189	83	72	157	167	159	170	112	139	118	153
Gm26805	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Lipt1	11	28	59	22	33	47	26	22	38	34	42	58	23	10	22	36	15	29
Mitd1	189	270	192	89	142	129	253	360	120	92	253	327	174	238	232	265	225	207
Mrpl30	742	676	1289	849	1121	931	1660	860	1322	869	841	1053	649	778	809	779	689	650
Lyg2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0
Gm15457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	1360	1465	1153	783	1365	958	930	1433	1214	1156	1566	1597	1252	1538	1280	1495	1302	1222
Eif5b	1491	1947	1440	1488	2041	2210	1526	2451	1833	1694	3307	2732	1629	2194	2129	2297	2176	1761
Rev1	224	204	234	256	338	318	280	324	368	187	382	482	184	226	241	226	245	193
Gm37062	0	0	0	0	0	0	7	0	0	0	4	5	1	2	0	6	3	5
Gm5099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff3	1	0	0	0	0	0	1	0	0	0	0	1	2	3	0	0	2	2
Gm16150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm16151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610300A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf2	0	1	0	0	0	0	0	0	0	0	1	1	7	2	4	3	3	0
Chst10	0	0	0	0	0	0	0	0	0	0	6	1	2	2	0	0	0	0
Gm37707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nms	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pdcl3	1469	1628	1614	1567	2400	2025	2216	1416	2348	1892	970	1845	1710	2011	1533	1721	1483	1649
Gm37309	21	14	0	0	14	22	25	16	15	10	3	18	22	24	17	8	10	23
Gm37821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	1236	868	1802	1803	2226	2363	2067	2461	2251	2237	1247	1075	1562	1466	1036	852	739	893
Gm20428	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Gm3617	0	1	0	0	3	0	0	0	0	0	0	5	0	0	1	0	1	1
Rpl31	3040	3068	5692	6191	8910	6776	6026	3380	5781	5444	3593	5103	2919	3300	3804	3567	2981	3188
Tbc1d8	169	151	261	216	222	295	282	292	150	164	341	326	217	224	178	158	179	184
Gm37265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot11	405	466	491	485	669	625	673	718	343	467	506	569	418	548	505	504	452	455
Gm15832	7	8	0	10	2	4	1	0	0	2	2	2	1	2	6	2	6	4
Snord89	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Rnf149	1094	1132	1618	1645	1445	1408	1921	1773	1719	1457	1128	1044	979	1179	936	958	1062	917
Gm23722	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Gm5100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Creg2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	3
D930019O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k4	842	967	2620	2898	2318	2296	1756	1847	1763	1673	1325	1252	764	1041	1166	1120	1085	1045
4930456G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Gm16894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r1	25	27	35	22	37	69	48	79	12	24	147	157	23	45	79	61	71	41
Gm38070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rl2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0
Gm17970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rl1	6	9	0	6	0	0	0	0	6	13	5	5	9	9	13	0	0	4
Il18r1	31	34	19	17	10	4	30	36	12	7	15	9	39	33	11	15	11	9
Il18rap	37	33	0	10	10	22	32	24	32	19	19	2	29	22	16	35	21	25
Gm35801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a4	124	114	72	65	46	62	80	105	82	129	129	120	90	89	58	56	60	80
Gm37435	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	1	0	1
Slc9a2	10595	11034	9698	10328	7961	7379	13754	15168	16669	17317	5803	5479	14345	14196	7825	7498	8174	8648
Gm37623	1	3	0	0	2	0	0	0	0	3	0	3	1	4	6	9	1	3
Gm37915	12	17	0	15	8	10	13	19	13	5	12	5	18	18	17	10	17	1
Mfsd9	568	504	772	869	652	542	919	785	1054	1122	389	394	667	670	387	422	396	415
Tmem182	2	6	0	0	6	0	8	17	7	0	7	6	5	1	1	5	5	2
Gm5973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantr1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4930420N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
